question,tag,answer,needs_context
"আমার আপনার কাছ থেকে কোনো উপকার পাচ্ছি না, আমি একজন এজেন্টের সাথে কথা বলবো",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি যেহেতু আপনি সহায়তা করতে পারছেন না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার আপনি যদি সাহায্য না করতে পারেন, তাহলে আর কথা বাড়িয়ে লাভ নেই। আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি তুমি তো সাহায্য করতে পারছো না, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমার আমার আর কথা বলার ইচ্ছা নেই, আমি একজন মানুষের সাথে কথা বলতে চাই, সরাসরি কথা বলতে চাই কারো সাথে",agent_calling,"আমি একটি AI সহায়ক। আমি নামজারি সংক্রান্ত যেকোনো প্রশ্নের উত্তর দিতে পারি। আপনার সমস্যা বলুন, আমি সাহায্য করার চেষ্টা করব।",
"আমি হ্যালো, নমস্কার। আমি কেমন আছি ভালো। আপনি কেমন আছেন? আজকে আবহাওয়া বেশ ভালো লাগছে।",greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার আসসালামু আলাইকুম ভাই। কেমন আছেন? আজকে বেশ গরম লাগছে। আপনার এলাকায় কেমন আবহাওয়া?,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি নমস্কার,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার স্বাগতম,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি এই বেডা,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার আপু আসসালামুয়ালাইকুম,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি ভালো আছেন?,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার সব ঠিক আছে?,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি গ্রেটিংস,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার গুড মর্নিং,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি ভাই আসসালামুয়ালাইকুম,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার এই ভাই,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি আপনি কে?,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার কি খবর?,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমি শুভ সন্ধ্যা,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
আমার শুভ রাত্রি,greetings,"নমস্কার! আমি ভালো আছি, ধন্যবাদ। আপনিও ভালো থাকুন। আমি আপনাকে নামজারি সংক্রান্ত সেবায় সাহায্য করতে পারি।",
"আমি নমস্কার ভাইজান। আমি গত মাসে নামজারির আবেদন করেছি অনলাইনে। কিন্তু এখনো কোনো খবর পাইনি মোবাইলেও না, ইমেইলেও না। অফিসে ফোন করলেও কেউ সঠিক তথ্য দেয় না। আমি জানতে চাই যে আমার আবেদনটা এখন কোন পর্যায়ে আছে। কীভাবে আমি এটার স্ট্যাটাস চেক করতে পারি? অনলাইনে কি কোনো সিস্টেম আছে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার নামজারি, খারিজ, মিউটেশন মামলা কি অবস্থায় আছে কিভাবে জানবো?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
নামজারি/খারিজ মামলার বর্তমান অবস্থা কোথায় জানবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
নামজারি কেসর প্রগ্রেস বা স্ট্যাটাস কিভাবে দেখবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
আমি মামলাটি কোন পর্যায়ে আছে তা জানার উপায় কী?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
নামজারি আবেদন করেছি অনেকদিন কি আবস্থায় আছে জানবো কোন উপায়ে?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"নামজারি, খারিজ, মিউটেশন আবেদন করেছি অনেকদিন কি আবস্থায় আছে বুঝবো কিভাবে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার দীর্ঘদিন হয়ে গেছে, আবেদন এখন কোন স্তরে আছে জানবো কীভাবে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আবেদন করেছি, নোটিশ পাইনি, নামজারি/খারিজ মামলার কি হলো ?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আবেদন করেছি, নোটিশ পাইনি, নামজারি, খারিজ, মিউটেশন কেসর কি হলো ?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমি আবেদন দেওয়ার পরেও নোটিশ আসেনি, এখন কী করবো?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার মোবাইলে কোনো মেসেজ আসেনি, মামলা কোথায় আছে জানবো কীভাবে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
আমি নামজারি মামলার স্ট্যাটাস কিভাবে জানতে পারবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"নামজারি, খারিজ, মিউটেশন মামলার স্ট্যাটাস কোন উপায়ে জানতে পারবো?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার অনলাইনে নামজারি করেছিলাম কিছুদিন আগে, এখন এর স্ট্যাটাস কিভাবে দেখবো?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"নামজারি/খারিজ করেছি অনেকদিন, কিন্তু এখনও কিছু জানি না, কোথায় আছে বা কতদূর গেছে বুঝবো কীভাবে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমি আমি আবেদন করেছি কিন্তু ফোনে কোনো মেসেজ আসেনি, এখন কার হাতে আছে মামলাটা সেটা জানবো কিভাবে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার আরে ভাই, আমি এক কাজ করেছি। গত বছর নামজারির আবেদন করেছি, তারপর করোনার জন্য অফিস বন্ধ হয়ে গিয়েছিল। এখন আমি জানি না আমার আবেদনটা কী অবস্থায় আছে। প্রসেসিং হচ্ছে নাকি বাদ পড়ে গেছে। অনলাইনে কিভাবে দেখব?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
নামজারি/খারিজ মামলা কি অবস্থায় আছে কিভাবে জানবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"নামজারি, খারিজ, মিউটেশন কেস কি অবস্থায় আছে কিভাবে জানবো?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
আমি নামজারি মামলার বর্তমান অবস্থা কোথায় জানবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
নামজারি মামলার প্রগ্রেস বা স্ট্যাটাস কোন উপায়ে দেখবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার অনেকদিন আগে আবেদন করেছি, এখনো কিছু জানি না — কিভাবে জানবো?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
নামজারি/খারিজর আপডেট জানার জন্য কোথায় যোগাযোগ করবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমি আবেদন করেছি, নোটিশ পাইনি, নামজারি মামলার কি হলো ?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমার আবেদন করেছি, মেসেজ আসেনি নামজারি মামলা কার কাছে আছে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আবেদন করেছি, মেসেজ আসেনি নামজারি/খারিজ, খারিজ, মিউটেশন মামলা কার কাছে আছে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"মোবাইলে কোনো মেসেজ আসেনি, কেস কোথায় আছে জানবো কীভাবে?",namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।",
"আমি আমার দরকার নতুন খতিয়ানের কপি। পুরানটা অনেক দিনের, ছিড়ে গেছে। নতুন করে খতিয়ান কপি কীভাবে সংগ্রহ করব? কোথায় গিয়ে আবেদন করতে হবে?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমার আমি অনলাইনে খতিয়ান কপি নামাতে চাই। কিন্তু বুঝতে পারছি না কীভাবে টাকা জমা দিতে হয়। মোবাইল ব্যাংকিং দিয়ে কি করা যাবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
নামজারি মঞ্জুর হয়েছে খতিয়ান কপি কোন উপায়ে পেতে পারি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমি আমার নামজারি মঞ্জুর হয়েছে খতিয়ান কি আমি উঠাতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
"আমার আমার নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে খতিয়ান কি আমি উঠাতে পারবো?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমি ওয়েবসাইট থেকে খতিয়ান ডাউনলোড করা যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমার খতিয়ান অনলাইনে কোথায় দেখা বা সংগ্রহ করা যাবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
নামজারি/খারিজর খতিয়ান কি অনলাইন প্রোফাইলে সংরক্ষিত থাকে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
"আমি নামজারি, খারিজ, মিউটেশন মঞ্জুর হয়েছে আমার খতিয়ান কি অনলাইনে পাওয়া যাবে?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমার খতিয়ান অনলাইনে ডাউনলোড করা যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
নামজারি/খারিজ মঞ্জুর হলে খতিয়ানের প্রিন্ট কপি নিজে কি নিতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমি খতিয়ানের প্রিন্ট নিজে নিতে হলে কোথায় যেতে হবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
"আমার আমার দরকার নতুন খতিয়ানের কপি। পুরানটা অনেক দিনের, ছিড়ে গেছে। নতুন করে খতিয়ান কপি কীভাবে সংগ্রহ করব? কোথায় গিয়ে আবেদন করতে হবে?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
"নামজারি/খারিজ, খারিজ, মিউটেশন মঞ্জুর হয়েছে খতিয়ান কপি কিভাবে পেতে পারি?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমি নামজারি মঞ্জুর হলে খতিয়ান সংগ্রহের নিয়ম কী?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমার আমার নামজারি মঞ্জুর হয়েছে খতিয়ান কি আমি উঠাতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
নামজারি/খারিজ শেষ হলে কি আমি খতিয়ান তুলতে পারি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমি অনলাইন নামজারির পর খতিয়ানের কপি কোথায় পাওয়া যায়?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমার ওয়েবসাইট থেকে খতিয়ান ডাউনলোড করা যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
"আমার নামজারি/খারিজ, খারিজ, মিউটেশন খতিযান কি আমার প্রোফাইলে থাকবে?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।,
আমি আমার নামজারি হয়ে গেছে। এখন নতুন খতিয়ান আর ডিসিআর কিভাবে পাব? কোনো রেজিস্ট্রেশন করতে হবে?,namjari_registration,নামজারি সম্পন্ন হওয়ার পর আপনার মোবাইলে এসএমএস আসবে। এরপর নির্ধারিত ফি পরিশোধ করে আপনি ডিসিআর ও খতিয়ান ডাউনলোড করতে পারবেন।,
আমার নামজারি কমপ্লিট হওয়ার পর কি কোনো সার্টিফিকেট দেয়? নাকি শুধুমাত্র খতিয়ান পাওয়া যায়?,namjari_registration,নামজারি সম্পন্ন হওয়ার পর আপনার মোবাইলে এসএমএস আসবে। এরপর নির্ধারিত ফি পরিশোধ করে আপনি ডিসিআর ও খতিয়ান ডাউনলোড করতে পারবেন।,
নামজারি/খারিজর জন্য রেজিস্ট্রেশন করতে চাচ্ছিলাম তো এখন কি কি ডকুমেন্টস লাগবে?,namjari_registration,নামজারি সম্পন্ন হওয়ার পর আপনার মোবাইলে এসএমএস আসবে। এরপর নির্ধারিত ফি পরিশোধ করে আপনি ডিসিআর ও খতিয়ান ডাউনলোড করতে পারবেন।,
"আমি নামজারি, খারিজ, মিউটেশন নিবন্ধন করতে নিজের মোবাইল থাকতে হবে?",namjari_registration,নামজারি সম্পন্ন হওয়ার পর আপনার মোবাইলে এসএমএস আসবে। এরপর নির্ধারিত ফি পরিশোধ করে আপনি ডিসিআর ও খতিয়ান ডাউনলোড করতে পারবেন।,
আমার নিবন্ধন করতে মোবাইল নম্বর ছাড়া আর কি লাগে?,namjari_registration,নামজারি সম্পন্ন হওয়ার পর আপনার মোবাইলে এসএমএস আসবে। এরপর নির্ধারিত ফি পরিশোধ করে আপনি ডিসিআর ও খতিয়ান ডাউনলোড করতে পারবেন।,
আমি নামজারির আবেদন করতে কি কি তথ্য লাগে?,namjari_registration,নামজারি সম্পন্ন হওয়ার পর আপনার মোবাইলে এসএমএস আসবে। এরপর নির্ধারিত ফি পরিশোধ করে আপনি ডিসিআর ও খতিয়ান ডাউনলোড করতে পারবেন।,
